movie_title,movie_imdb_link,day,month,year
Barbershop 2: Back in Business ,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,20,January,2004
Bad Santa ,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,18,November,2003
Austin Powers: International Man of Mystery ,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,29,April,1997
My Big Fat Greek Wedding 2 ,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,15,March,2016
Diary of a Wimpy Kid: Rodrick Rules ,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,17,March,2011
Predator ,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,NA,NA,1987
Amadeus ,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,6,September,1984
Prom Night ,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,10,April,2008
Mean Girls ,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,19,April,2004
Under the Tuscan Sun ,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,20,September,2003
Gosford Park ,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,7,November,2001
The O.C. ,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,5,August,2003
Peggy Sue Got Married ,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,5,October,1986
Birdman or (The Unexpected Virtue of Ignorance) ,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,27,August,2014
Blue Jasmine ,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,22,July,2013
United 93 ,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,28,April,2006
Honey ,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,24,November,2003
Glory ,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,15,December,1989
Spy Hard ,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,24,May,1996
The Fog ,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,NA,January,1980
Soul Surfer ,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,8,April,2011
Catch-22 ,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,24,June,1970
Observe and Report ,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,16,March,2009
Conan the Destroyer ,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,29,June,1984
Raging Bull ,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,13,November,1980
Love Happens ,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,15,September,2009
Young Sherlock Holmes ,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,4,December,1985
Fame ,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,23,September,2009
127 Hours ,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,4,September,2010
Small Time Crooks ,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,19,May,2000
Center Stage ,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,12,May,2000
Love the Coopers ,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,4,November,2015
Catch That Kid ,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,6,February,2004
Life as a House ,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,9,September,2001
Steve Jobs ,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,5,September,2015
"I Love You, Beth Cooper ",http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,10,July,2009
Youth in Revolt ,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,11,September,2009
The Legend of the Lone Ranger ,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,22,May,1981
The Tailor of Panama ,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,11,February,2001
Blow Out ,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,7,July,1981
Getaway ,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,26,August,2013
The Ice Storm ,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,12,May,1997
And So It Goes ,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,10,July,2014
Troop Beverly Hills ,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,24,March,1989
Being Julia ,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,3,September,2004
9½ Weeks ,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,14,February,1986
Dragonslayer ,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,26,June,1981
The Last Station ,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,4,September,2009
Ed Wood ,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,24,September,1994
Labor Day ,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,30,August,2013
Mongol: The Rise of Genghis Khan ,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,10,August,2007
RocknRolla ,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,4,September,2008
Megaforce ,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,25,June,1982
Hamlet ,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,25,December,1996
Mao's Last Dancer ,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,13,September,2009
Midnight Special ,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,12,February,2016
Anything Else ,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,27,August,2003
The Railway Man ,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,6,September,2013
Unforgettable ,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,20,September,2011
The White Ribbon ,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,21,May,2009
Restoration ,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,3,May,2016
The Wraith ,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,NA,October,1986
The Salton Sea ,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,12,February,2002
Metallica Through the Never ,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,9,September,2013
The Informers ,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,NA,October,2008
Carlos ,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,19,May,2010
I Come with the Rain ,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,27,May,2009
One Man's Hero ,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,2,August,1999
Day of the Dead ,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,30,June,1985
I Am Wrath ,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,14,April,2016
Renaissance ,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,15,March,2006
Forsaken ,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,16,September,2015
Red Sonja ,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,3,July,1985
Red Lights ,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,20,January,2012
Superbad ,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,17,August,2007
Madea Goes to Jail ,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,16,February,2009
Wolves ,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,28,August,2014
Step Up 2: The Streets ,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,14,February,2008
Hoodwinked! ,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,16,December,2005
Hotel Rwanda ,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,11,September,2004
Hitman ,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,21,November,2007
Black Nativity ,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,27,November,2013
The Prince ,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,22,August,2014
City of Ghosts ,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,10,September,2002
The Others ,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,2,August,2001
Aliens ,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,14,July,1986
My Fair Lady ,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,21,October,1964
I Know What You Did Last Summer ,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,9,October,1997
Let's Be Cops ,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,7,August,2014
Sideways ,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,13,September,2004
Beerfest ,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,25,August,2006
Halloween ,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,25,October,1978
Hero ,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,24,October,2002
Good Boy! ,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,10,October,2003
The Best Man Holiday ,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,15,November,2013
Smokin' Aces ,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,9,December,2006
Saw 3D: The Final Chapter ,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,22,October,2010
40 Days and 40 Nights ,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,1,March,2002
TRON: Legacy ,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,30,November,2010
A Night at the Roxbury ,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,1,October,1998
Beastly ,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,3,March,2011
The Hills Have Eyes ,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,10,March,2006
Dickie Roberts: Former Child Star ,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,3,September,2003
"McFarland, USA ",http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,9,February,2015
Lottery Ticket ,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,13,August,2010
ATL ,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,28,March,2006
Pitch Perfect ,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,28,September,2012
Summer Catch ,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,22,August,2001
A Simple Plan ,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,12,September,1998
They ,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,1,November,2002
Larry the Cable Guy: Health Inspector ,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,24,March,2006
The Adventures of Elmo in Grouchland ,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,16,September,1999
Brooklyn's Finest ,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,16,January,2009
55 Days at Peking ,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,6,May,1963
Evil Dead ,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,8,March,2013
My Life in Ruins ,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,3,May,2009
American Dreamz ,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,4,March,2006
Superman IV: The Quest for Peace ,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,23,July,1987
How She Move ,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,23,January,2007
Running Scared ,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,6,January,2006
Bobby Jones: Stroke of Genius ,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,30,April,2004
Shanghai Surprise ,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,29,August,1986
The Illusionist ,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,22,January,2006
Roar ,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,30,October,1981
Veronica Guerin ,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,8,July,2003
Escobar: Paradise Lost ,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,6,September,2014
Southland Tales ,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,21,May,2006
Dragon Hunters ,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,20,March,2008
Damnation Alley ,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,10,September,1977
The Apparition ,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,23,August,2012
My Girl ,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,NA,NA,1991
Fur: An Imaginary Portrait of Diane Arbus ,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,1,September,2006
The Illusionist ,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,22,January,2006
Wall Street ,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,11,December,1987
Sense and Sensibility ,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,4,December,1995
Becoming Jane ,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,2,March,2007
Sydney White ,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,21,September,2007
House of Sand and Fog ,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,19,December,2003
Dead Poets Society ,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,2,June,1989
Dumb & Dumber ,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,6,December,1994
When Harry Met Sally... ,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,12,July,1989
The Verdict ,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,7,December,1982
Road Trip ,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,11,May,2000
Varsity Blues ,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,15,January,1999
The Artist ,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,15,May,2011
The Unborn ,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,9,January,2009
Moonrise Kingdom ,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,16,May,2012
The Texas Chainsaw Massacre: The Beginning ,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,5,October,2006
The Young Messiah ,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,10,March,2016
The Master of Disguise ,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,2,August,2002
Pan's Labyrinth ,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,27,May,2006
The Messengers ,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,17,April,2015
See Spot Run ,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,25,February,2001
Baby Boy ,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,21,June,2001
The Roommate ,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,4,February,2011
Joe Dirt ,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,NA,NA,2001
Double Impact ,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,31,July,1991
Hot Fuzz ,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,13,February,2007
The Women ,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,4,September,2008
Vicky Cristina Barcelona ,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,17,May,2008
Arn: The Knight Templar ,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,17,December,2007
Bad Moms ,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,28,July,2016
Boys and Girls ,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,16,June,2000
White Oleander ,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,6,September,2002
Jennifer's Body ,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,10,September,2009
Drowning Mona ,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,2,January,2000
Radio Days ,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,24,January,1987
Left Behind ,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,2,October,2014
Remember Me ,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,1,March,2010
How to Deal ,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,18,July,2003
My Stepmother Is an Alien ,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,3,December,1988
Philadelphia ,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,14,December,1993
The Thirteenth Floor ,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,16,April,1999
The Cookout ,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,3,September,2004
Meteor ,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,19,October,1979
Duets ,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,9,September,2000
Hollywood Ending ,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,3,May,2002
Detroit Rock City ,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,9,August,1999
Highlander ,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,NA,January,1986
Things We Lost in the Fire ,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,26,September,2007
Steel ,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,15,August,1997
The Immigrant ,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,24,May,2013
The White Countess ,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,30,October,2005
Trance ,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,19,March,2013
Soul Plane ,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,28,May,2004
Welcome to the Sticks ,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,17,January,2008
Good ,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,8,September,2008
Enter the Void ,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,22,May,2009
Vamps ,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,25,August,2012
Hachi: A Dog's Tale ,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,13,June,2009
Zulu ,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,26,May,2013
The Homesman ,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,18,May,2014
Juwanna Mann ,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,18,June,2002
Lilyhammer ,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,25,January,2012
Ararat ,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,20,May,2002
Madison ,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,23,January,2001
Slow Burn ,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,13,September,2005
Wasabi ,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,31,October,2001
Slither ,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,31,March,2006
Beverly Hills Cop ,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,1,December,1984
Home Alone ,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,10,November,1990
3 Men and a Baby ,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,23,November,1987
Tootsie ,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,1,December,1982
Top Gun ,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,12,May,1986
"Crouching Tiger, Hidden Dragon ",http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,18,May,2000
American Beauty ,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,8,September,1999
The King's Speech ,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,6,September,2010
Twins ,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,8,December,1988
Scream: The TV Series ,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,30,June,2015
The Yellow Handkerchief ,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,18,January,2008
The Color Purple ,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,NA,NA,1985
Tidal Wave ,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,22,July,2009
Ben-Hur ,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,17,August,2016
The Imitation Game ,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,29,August,2014
Private Benjamin ,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,7,October,1980
Coal Miner's Daughter ,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,7,March,1980
Diary of a Wimpy Kid ,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,18,March,2010
Mama ,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,17,January,2013
Halloween ,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,25,October,1978
National Lampoon's Vacation ,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,29,July,1983
Bad Grandpa ,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,23,October,2013
The Queen ,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,2,September,2006
Beetlejuice ,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,29,March,1988
Why Did I Get Married? ,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,4,October,2007
Little Women ,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,21,December,1994
The Woman in Black ,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,24,January,2012
When a Stranger Calls ,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,3,February,2006
Big Fat Liar ,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,2,February,2002
The Deer Hunter ,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,8,December,1978
Wag the Dog ,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,17,December,1997
The Lizzie McGuire Movie ,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,26,April,2003
Snitch ,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,21,February,2013
Krampus ,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,30,November,2015
The Faculty ,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,12,November,1998
What's Love Got to Do with It ,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,6,June,1993
Cop Land ,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,6,August,1997
Not Another Teen Movie ,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,7,December,2001
End of Watch ,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,8,September,2012
Aloha ,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,27,May,2015
The Skulls ,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,27,March,2000
The Theory of Everything ,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,7,September,2014
Malibu's Most Wanted ,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,10,April,2003
Where the Heart Is ,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,28,April,2000
Lawrence of Arabia ,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,10,December,1962
Halloween II ,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,28,August,2009
Wild ,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,29,August,2014
The Last House on the Left ,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,13,March,2009
The Wedding Date ,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,27,January,2005
Halloween: Resurrection ,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,1,July,2002
Clash of the Titans ,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,26,March,2010
The Princess Bride ,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,18,September,1987
The Great Debaters ,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,11,December,2007
Drive ,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,20,May,2011
Confessions of a Teenage Drama Queen ,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,17,February,2004
The Object of My Affection ,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,17,April,1998
28 Weeks Later ,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,26,April,2007
When the Game Stands Tall ,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,4,August,2014
Because of Winn-Dixie ,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,26,January,2005
Love & Basketball ,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,26,January,2000
Grosse Pointe Blank ,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,11,April,1997
All About Steve ,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,4,September,2009
Book of Shadows: Blair Witch 2 ,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,27,October,2000
The Craft ,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,26,April,1996
Match Point ,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,12,May,2005
Ramona and Beezus ,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,23,July,2010
The Remains of the Day ,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,25,October,1993
Boogie Nights ,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,11,September,1997
Nowhere to Run ,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,14,January,1993
Flicka ,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,19,October,2006
The Hills Have Eyes II ,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,16,March,2007
Urban Legends: Final Cut ,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,19,September,2000
Tuck Everlasting ,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,8,September,2002
The Marine ,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,3,October,2006
Keanu ,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,13,March,2016
Country Strong ,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,8,November,2010
Disturbing Behavior ,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,24,July,1998
The Place Beyond the Pines ,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,7,September,2012
